cod_ibge7;municipio;porte;ra;ano;prest_a;natjur_a;in023;in049;in051;in053
3516804;Gastão Vidigal;Até 5 mil;RA Araçatuba;2022;Companhia de Saneamento Básico do Estado de São Paulo;Sociedade de economia mista com administração pública;;15,46;65,26;10,75
3516853;Gavião Peixoto;Até 5 mil;RA Central;2022;Prefeitura Municipal de Gavião Peixoto;Administração pública direta;;46,11;408,64;14,53
3516903;General Salgado;Mais de 10 mil a 20 mil;RA Araçatuba;2022;Companhia de Saneamento Básico do Estado de São Paulo;Sociedade de economia mista com administração pública;;15,09;70,2;11,9
3517000;Getulina;Mais de 10 mil a 20 mil;RA Bauru;2022;Prefeitura Municipal de Getulina;Administração pública direta;;40,77;494,59;21,85
3517109;Glicério;Até 5 mil;RA Araçatuba;2022;Companhia de Saneamento Básico do Estado de São Paulo;Sociedade de economia mista com administração pública;;18,23;92,1;12,42
3517208;Guaiçara;Mais de 10 mil a 20 mil;RA Bauru;2022;Prefeitura Municipal de Guaiçara;Administração pública direta;;9,29;64,87;19,24
3517307;Guaimbê;Mais de 5 mil a 10 mil;RA Bauru;2022;Prefeitura Municipal de Guaimbê;Administração pública direta;;0;0;30,01
3517406;Guaíra;Mais de 20 mil a 50 mil;RA Barretos;2022;Departamento de Esgoto e Água de Guaíra;Autarquia;;38,97;372,7;17,75
3517505;Guapiaçu;Mais de 20 mil a 50 mil;RA São José do Rio Preto;2022;Prefeitura Municipal de Guapiaçu;Administração pública direta;;19,78;130,43;16,07
3517604;Guapiara;Mais de 10 mil a 20 mil;RA Itapeva;2022;Companhia de Saneamento Básico do Estado de São Paulo;Sociedade de economia mista com administração pública;;30,93;136,07;9,15
3517703;Guará;Mais de 10 mil a 20 mil;RA Franca;2022;Águas de Guará Ltda;Empresa privada;;47,7;460,02;14,43
3517802;Guaraçaí;Mais de 5 mil a 10 mil;RA Araçatuba;2022;Autarquia Municipal de Saneamento Ambiental de Guaraçaí;Autarquia;;13,95;83,37;15,64
3517901;Guaraci;Mais de 10 mil a 20 mil;RA Barretos;2022;Prefeitura Municipal de Guaraci;Administração pública direta;;41,01;316,91;13,87
3518008;Guarani d'Oeste;Até 5 mil;RA São José do Rio Preto;2022;Companhia de Saneamento Básico do Estado de São Paulo;Sociedade de economia mista com administração pública;;12,11;53,09;11,62
3518107;Guarantã;Mais de 5 mil a 10 mil;RA Bauru;2022;Prefeitura Municipal de Guarantã;Administração pública direta;;7,32;89,23;34,35
3518206;Guararapes;Mais de 20 mil a 50 mil;RA Araçatuba;2022;Prefeitura Municipal de Guararapes;Administração pública direta;;38,1;271,18;13,4
3518305;Guararema;Mais de 20 mil a 50 mil;RM São Paulo;2022;Companhia de Saneamento Básico do Estado de São Paulo;Sociedade de economia mista com administração pública;;35,74;206,01;10,61
3518404;Guaratinguetá;Mais de 100 mil a 500 mil;RA São José dos Campos;2022;Companhia de Serviço de Água, Esgoto e Resíduos de Guaratinguetá;Sociedade de economia mista com administração pública;;54,32;498,01;11,86
3518503;Guareí;Mais de 10 mil a 20 mil;RA Sorocaba;2022;Companhia de Saneamento Básico do Estado de São Paulo;Sociedade de economia mista com administração pública;;20,29;126,37;14,93
3518602;Guariba;Mais de 20 mil a 50 mil;RA Ribeirão Preto;2022;Companhia de Saneamento Básico do Estado de São Paulo;Sociedade de economia mista com administração pública;;22,79;131,99;13,12
3518701;Guarujá;Mais de 100 mil a 500 mil;RA Santos;2022;Companhia de Saneamento Básico do Estado de São Paulo;Sociedade de economia mista com administração pública;;40,26;503,91;12,09
3518800;Guarulhos;Mais de 500 mil;RM São Paulo;2022;Companhia de Saneamento Básico do Estado de São Paulo;Sociedade de economia mista com administração pública;;47;350,25;10,21
3518859;Guatapará;Mais de 5 mil a 10 mil;RA Ribeirão Preto;2022;Prefeitura Municipal de Guatapará;Administração pública direta;;10,03;121,11;32,79
3518909;Guzolândia;Até 5 mil;RA Araçatuba;2022;Companhia de Saneamento Básico do Estado de São Paulo;Sociedade de economia mista com administração pública;;16,68;73,86;11,16
3519006;Herculândia;Mais de 5 mil a 10 mil;RA Marília;2022;Prefeitura Municipal de Herculândia;Administração pública direta;;0,6;8,45;42,29
3519055;Holambra;Mais de 10 mil a 20 mil;RA Campinas;2022;Águas de Holambra;Empresa privada;;19,87;270,15;33
3519071;Hortolândia;Mais de 100 mil a 500 mil;RA Campinas;2022;Companhia de Saneamento Básico do Estado de São Paulo;Sociedade de economia mista com administração pública;;26,17;162,44;11,98
3519105;Iacanga;Mais de 10 mil a 20 mil;RA Bauru;2022;Prefeitura Municipal de Iacanga;Administração pública direta;;37,8;371,56;18,6
3519204;Iacri;Mais de 5 mil a 10 mil;RA Marília;2022;Companhia de Saneamento Básico do Estado de São Paulo;Sociedade de economia mista com administração pública;;21,69;110,74;12,1
3519253;Iaras;Mais de 5 mil a 10 mil;RA Sorocaba;2022;Companhia de Saneamento Básico do Estado de São Paulo;Sociedade de economia mista com administração pública;;24,68;123,59;11,38
3519303;Ibaté;Mais de 20 mil a 50 mil;RA Central;2022;Prefeitura Municipal de Ibaté;Administração pública direta;;19,23;102,44;13
3519402;Ibirá;Mais de 10 mil a 20 mil;RA São José do Rio Preto;2022;Companhia de Saneamento Básico do Estado de São Paulo;Sociedade de economia mista com administração pública;;14,2;74;13,36
3519501;Ibirarema;Mais de 5 mil a 10 mil;RA Marília;2022;Serviço Autônomo de Água e Esgoto de Ibirarema;Autarquia;;25,23;132,77;11,97
3519600;Ibitinga;Mais de 50 mil a 100 mil;RA Central;2022;Serviço Autômono de Água e Esgoto da Estância Turistica de Ibitinga;Autarquia;;71,47;1039,32;12,12
3519709;Ibiúna;Mais de 50 mil a 100 mil;RA Sorocaba;2022;Companhia de Saneamento Básico do Estado de São Paulo;Sociedade de economia mista com administração pública;;36,84;225,51;11,54
3519808;Icém;Mais de 5 mil a 10 mil;RA São José do Rio Preto;2022;Companhia de Saneamento Básico do Estado de São Paulo;Sociedade de economia mista com administração pública;;16,49;82,48;12,63
3519907;Iepê;Mais de 5 mil a 10 mil;RA Presidente Prudente;2022;Prefeitura Municipal de Iepê;Administração pública direta;;9,96;104,86;28,83
3520004;Igaraçu do Tietê;Mais de 20 mil a 50 mil;RA Bauru;2022;Prefeitura Municipal de Igaraçu do Tietê;Administração pública direta;;46,7;1081,1;37,53
3520103;Igarapava;Mais de 20 mil a 50 mil;RA Franca;2022;Companhia de Saneamento Básico do Estado de São Paulo;Sociedade de economia mista com administração pública;;24,5;135,28;12,48
3520202;Igaratá;Mais de 10 mil a 20 mil;RA São José dos Campos;2022;Companhia de Saneamento Básico do Estado de São Paulo;Sociedade de economia mista com administração pública;;22,11;110,79;11,6
3520301;Iguape;Mais de 20 mil a 50 mil;RA Registro;2022;Companhia de Saneamento Básico do Estado de São Paulo;Sociedade de economia mista com administração pública;;22,87;95,43;9,76
3520400;Ilhabela;Mais de 20 mil a 50 mil;RA São José dos Campos;2022;Companhia de Saneamento Básico do Estado de São Paulo;Sociedade de economia mista com administração pública;;17,87;143,12;17,55
3520426;Ilha Comprida;Mais de 10 mil a 20 mil;RA Registro;2022;Companhia de Saneamento Básico do Estado de São Paulo;Sociedade de economia mista com administração pública;;21,4;65,06;7,25
3520442;Ilha Solteira;Mais de 20 mil a 50 mil;RA Araçatuba;2022;Prefeitura Municipal de Ilha Solteira;Administração pública direta;;39,92;387,16;17,13
3520509;Indaiatuba;Mais de 100 mil a 500 mil;RA Campinas;2022;Serviço Autônomo de Água e Esgotos;Autarquia;;29,76;222,16;13,58
3520608;Indiana;Mais de 5 mil a 10 mil;RA Presidente Prudente;2022;Prefeitura Municipal de Indiana;Administração pública direta;;0;0;16
3520707;Indiaporã;Até 5 mil;RA São José do Rio Preto;2022;Companhia de Saneamento Básico do Estado de São Paulo;Sociedade de economia mista com administração pública;;8,39;36,57;12,08
3520806;Inúbia Paulista;Até 5 mil;RA Presidente Prudente;2022;Companhia de Saneamento Básico do Estado de São Paulo;Sociedade de economia mista com administração pública;;13,69;61,83;11,8
3520905;Ipaussu;Mais de 10 mil a 20 mil;RA Marília;2022;Prefeitura Municipal de Ipaussu;Administração pública direta;;76,35;2025,08;19,08
3521002;Iperó;Mais de 20 mil a 50 mil;RA Sorocaba;2022;Companhia de Saneamento Básico do Estado de São Paulo;Sociedade de economia mista com administração pública;;32,11;182,54;11,52
3521101;Ipeúna;Mais de 5 mil a 10 mil;RA Campinas;2022;Prefeitura Municipal de Ipeúna;Administração pública direta;;24,02;129,05;12,42
3521150;Ipiguá;Mais de 5 mil a 10 mil;RA São José do Rio Preto;2022;Prefeitura Municipal de Ipiguá;Administração pública direta;;7,19;47,62;18,52
3521200;Iporanga;Até 5 mil;RA Itapeva;2022;Companhia de Saneamento Básico do Estado de São Paulo;Sociedade de economia mista com administração pública;;29,86;131,03;9,36
3521309;Ipuã;Mais de 10 mil a 20 mil;RA Franca;2022;Serviço Autônomo de Água e Esgotos;Autarquia;;3,56;31,09;25,58
3521408;Iracemápolis;Mais de 20 mil a 50 mil;RA Campinas;2022;Prefeitura Municipal de Iracemápolis;Administração pública direta;;1,29;3,76;8,72
3521507;Irapuã;Mais de 5 mil a 10 mil;RA São José do Rio Preto;2022;Companhia de Saneamento Básico do Estado de São Paulo;Sociedade de economia mista com administração pública;;5,82;26,16;12,68
3521606;Irapuru;Mais de 5 mil a 10 mil;RA Presidente Prudente;2022;Prefeitura Municipal de Irapuru;Administração pública direta;;46,12;487,14;17,31
3521705;Itaberá;Mais de 10 mil a 20 mil;RA Itapeva;2022;Companhia de Saneamento Básico do Estado de São Paulo;Sociedade de economia mista com administração pública;;28,55;129,53;9,76
3521804;Itaí;Mais de 20 mil a 50 mil;RA Itapeva;2022;Companhia de Saneamento Básico do Estado de São Paulo;Sociedade de economia mista com administração pública;;24,32;113,19;10,62
3521903;Itajobi;Mais de 10 mil a 20 mil;RA São José do Rio Preto;2022;Prefeitura Municipal de Itajobi;Administração pública direta;;4,68;23,44;14,53
3522000;Itaju;Até 5 mil;RA Bauru;2022;Prefeitura Municipal de Itaju;Administração pública direta;;44,74;298,66;11,22
3522109;Itanhaém;Mais de 100 mil a 500 mil;RA Santos;2022;Companhia de Saneamento Básico do Estado de São Paulo;Sociedade de economia mista com administração pública;;34,41;155,97;8,44
3522158;Itaoca;Até 5 mil;RA Itapeva;2022;Companhia de Saneamento Básico do Estado de São Paulo;Sociedade de economia mista com administração pública;;24,53;95,27;8,86
3522208;Itapecerica da Serra;Mais de 100 mil a 500 mil;RM São Paulo;2022;Companhia de Saneamento Básico do Estado de São Paulo;Sociedade de economia mista com administração pública;;41,49;269,52;10,28
3522307;Itapetininga;Mais de 100 mil a 500 mil;RA Sorocaba;2022;Companhia de Saneamento Básico do Estado de São Paulo;Sociedade de economia mista com administração pública;;33,79;196,87;10,82
3522406;Itapeva;Mais de 50 mil a 100 mil;RA Itapeva;2022;Companhia de Saneamento Básico do Estado de São Paulo;Sociedade de economia mista com administração pública;;41,75;251,52;9,98
3522505;Itapevi;Mais de 100 mil a 500 mil;RM São Paulo;2022;Companhia de Saneamento Básico do Estado de São Paulo;Sociedade de economia mista com administração pública;;41,44;308,22;10,76
3522604;Itapira;Mais de 50 mil a 100 mil;RA Campinas;2022;Serviço Autônomo de Água e Esgoto;Autarquia;;53,12;457,54;11,15
3522653;Itapirapuã Paulista;Até 5 mil;RA Itapeva;2022;Companhia de Saneamento Básico do Estado de São Paulo;Sociedade de economia mista com administração pública;;24,53;108,41;9,93
3522703;Itápolis;Mais de 20 mil a 50 mil;RA Central;2022;Serviço Autônomo de Água e Esgoto de Itápolis;Autarquia;;21,73;142,99;15,66
3522802;Itaporanga;Mais de 10 mil a 20 mil;RA Itapeva;2022;Companhia de Saneamento Básico do Estado de São Paulo;Sociedade de economia mista com administração pública;;24,43;100,56;9,32
3522901;Itapuí;Mais de 10 mil a 20 mil;RA Bauru;2022;Prefeitura Municipal de Itapuí;Administração pública direta;;24,38;141,88;13,39
3523008;Itapura;Até 5 mil;RA Araçatuba;2022;Departamento Municipal de Água e Esgoto;Administração pública direta;;40,74;168,55;7,45
3523107;Itaquaquecetuba;Mais de 100 mil a 500 mil;RM São Paulo;2022;Companhia de Saneamento Básico do Estado de São Paulo;Sociedade de economia mista com administração pública;;30,56;184,97;10,41
3523206;Itararé;Mais de 20 mil a 50 mil;RA Itapeva;2022;Companhia de Saneamento Básico do Estado de São Paulo;Sociedade de economia mista com administração pública;;29,36;139,05;9,96
3523305;Itariri;Mais de 10 mil a 20 mil;RA Registro;2022;Companhia de Saneamento Básico do Estado de São Paulo;Sociedade de economia mista com administração pública;;29,44;157,25;11,21
3523404;Itatiba;Mais de 100 mil a 500 mil;RA Campinas;2022;Companhia de Saneamento Básico do Estado de São Paulo;Sociedade de economia mista com administração pública;;31,51;241,54;12,62
3523503;Itatinga;Mais de 10 mil a 20 mil;RA Sorocaba;2022;Companhia de Saneamento Básico do Estado de São Paulo;Sociedade de economia mista com administração pública;;28,08;153,51;11,84
3523602;Itirapina;Mais de 10 mil a 20 mil;RA Campinas;2022;Prefeitura Municipal de Itirapina;Administração pública direta;;30,4;177,44;12,36
3523701;Itirapuã;Mais de 5 mil a 10 mil;RA Franca;2022;Companhia de Saneamento Básico do Estado de São Paulo;Sociedade de economia mista com administração pública;;26,59;139,17;11,64
3523800;Itobi;Mais de 5 mil a 10 mil;RA Campinas;2022;Companhia de Saneamento Básico do Estado de São Paulo;Sociedade de economia mista com administração pública;;27,2;151,62;12,3
3523909;Itu;Mais de 100 mil a 500 mil;RA Sorocaba;2022;Companhia Ituana de Saneamento;Autarquia;;56,71;506,89;11,77
3524006;Itupeva;Mais de 50 mil a 100 mil;RA Campinas;2022;Companhia de Saneamento Básico do Estado de São Paulo;Sociedade de economia mista com administração pública;;22,37;149,83;13,6
3524105;Ituverava;Mais de 20 mil a 50 mil;RA Franca;2022;Serviço Autônomo de Água e Esgoto;Autarquia;;54,55;905,26;22,66
3524204;Jaborandi;Mais de 5 mil a 10 mil;RA Barretos;2022;Companhia de Saneamento Básico do Estado de São Paulo;Sociedade de economia mista com administração pública;;11,44;55,81;12,9
3524303;Jaboticabal;Mais de 50 mil a 100 mil;RA Ribeirão Preto;2022;Serviço Autônomo Água e Esgoto de Jaboticabal;Autarquia;;42,91;326,95;12,73
3524402;Jacareí;Mais de 100 mil a 500 mil;RA São José dos Campos;2022;Serviço Autônomo de Água e Esgoto de Jacareí;Autarquia;;33,42;251,75;12,51
3524501;Jaci;Mais de 5 mil a 10 mil;RA São José do Rio Preto;2022;Prefeitura Municipal de Jaci;Administração pública direta;;20,34;101,81;11,12
3524600;Jacupiranga;Mais de 10 mil a 20 mil;RA Registro;2022;Companhia de Saneamento Básico do Estado de São Paulo;Sociedade de economia mista com administração pública;;30,45;163,05;11,31
3524709;Jaguariúna;Mais de 50 mil a 100 mil;RA Campinas;2022;Prefeitura Municipal de Jáguariúna;Administração pública direta;;36,78;339,34;14,29
3524808;Jales;Mais de 20 mil a 50 mil;RA São José do Rio Preto;2022;Companhia de Saneamento Básico do Estado de São Paulo;Sociedade de economia mista com administração pública;;17,06;87,33;12,69
3524907;Jambeiro;Mais de 5 mil a 10 mil;RA São José dos Campos;2022;Companhia de Saneamento Básico do Estado de São Paulo;Sociedade de economia mista com administração pública;;10,72;59,95;14,64
3525003;Jandira;Mais de 100 mil a 500 mil;RM São Paulo;2022;Companhia de Saneamento Básico do Estado de São Paulo;Sociedade de economia mista com administração pública;;44,86;361,6;10,47
3525102;Jardinópolis;Mais de 20 mil a 50 mil;RA Ribeirão Preto;2022;Prefeitura Municipal de Jardinópolis;Administração pública direta;;26,66;127,72;10,68
3525201;Jarinu;Mais de 20 mil a 50 mil;RA Campinas;2022;Companhia de Saneamento Básico do Estado de São Paulo;Sociedade de economia mista com administração pública;;26,05;136,17;11,45
3525300;Jaú;Mais de 100 mil a 500 mil;RA Bauru;2022;Águas de Jahu S. A.;Empresa privada;;33,53;229,91;13,2
3525409;Jeriquara;Até 5 mil;RA Franca;2022;Companhia de Saneamento Básico do Estado de São Paulo;Sociedade de economia mista com administração pública;;21,07;114,76;12,97
3525508;Joanópolis;Mais de 10 mil a 20 mil;RA Campinas;2022;Companhia de Saneamento Básico do Estado de São Paulo;Sociedade de economia mista com administração pública;;19,61;94,63;11,44
3525607;João Ramalho;Até 5 mil;RA Marília;2022;Prefeitura Municipal de João Ramalho;Administração pública direta;;30,62;613,52;42,28
3525706;José Bonifácio;Mais de 20 mil a 50 mil;RA São José do Rio Preto;2022;Setor de Água e Esgoto;Administração pública direta;;28,9;304,11;22,43
3525805;Júlio Mesquita;Até 5 mil;RA Marília;2022;Prefeitura Municipal de Julio Mesquita;Administração pública direta;;1,17;16,56;42,6
3525854;Jumirim;Até 5 mil;RA Sorocaba;2022;Prefeitura Municipal de Jumirim;Administração pública direta;;16,67;98,18;14,93
3525904;Jundiaí;Mais de 100 mil a 500 mil;RA Campinas;2022;DAE S/A - Água e Esgoto;Sociedade de economia mista com administração pública;;31,87;373,36;14,38
3526001;Junqueirópolis;Mais de 20 mil a 50 mil;RA Presidente Prudente;2022;Prefeitura Municipal de Junqueirópolis;Administração pública direta;;0,14;1,45;32,51
3526100;Juquiá;Mais de 10 mil a 20 mil;RA Registro;2022;Companhia de Saneamento Básico do Estado de São Paulo;Sociedade de economia mista com administração pública;;30,51;154,85;10,64
3526209;Juquitiba;Mais de 20 mil a 50 mil;RM São Paulo;2022;Companhia de Saneamento Básico do Estado de São Paulo;Sociedade de economia mista com administração pública;;21,7;127,95;13,83
3526308;Lagoinha;Mais de 5 mil a 10 mil;RA São José dos Campos;2022;Companhia de Saneamento Básico do Estado de São Paulo;Sociedade de economia mista com administração pública;;29,15;118,02;8,71
3526407;Laranjal Paulista;Mais de 20 mil a 50 mil;RA Sorocaba;2022;Companhia de Saneamento Básico do Estado de São Paulo;Sociedade de economia mista com administração pública;;41,76;301,13;12,25
3526506;Lavínia;Mais de 5 mil a 10 mil;RA Araçatuba;2022;Prefeitura Municipal de Lavínia;Administração pública direta;;0;0;17,4
3526605;Lavrinhas;Mais de 5 mil a 10 mil;RA São José dos Campos;2022;Companhia de Saneamento Básico do Estado de São Paulo;Sociedade de economia mista com administração pública;;22,82;122,31;12,48
3526704;Leme;Mais de 50 mil a 100 mil;RA Campinas;2022;Superintendência de Água e Esgotos da Cidade de Leme;Autarquia;;37,63;311,17;15,34
3526803;Lençóis Paulista;Mais de 50 mil a 100 mil;RA Bauru;2022;Serviço Autônomo de Água e Esgotos de Lençóis Paulista;Autarquia;;22,38;257,9;24,57
3526902;Limeira;Mais de 100 mil a 500 mil;RA Campinas;2022;BRK Ambiental - Limeira S.A.;Empresa privada;;20,19;128,82;12,55
3527009;Lindóia;Mais de 5 mil a 10 mil;RA Campinas;2022;Prefeitura Municipal de Lindóia;Administração pública direta;;13,21;86,45;12,98
3527108;Lins;Mais de 50 mil a 100 mil;RA Bauru;2022;Companhia de Saneamento Básico do Estado de São Paulo;Sociedade de economia mista com administração pública;;13,64;76,55;14,11
3527207;Lorena;Mais de 50 mil a 100 mil;RA São José dos Campos;2022;Companhia de Saneamento Básico do Estado de São Paulo;Sociedade de economia mista com administração pública;;32,54;203,99;12,28
3527256;Lourdes;Até 5 mil;RA Araçatuba;2022;Companhia de Saneamento Básico do Estado de São Paulo;Sociedade de economia mista com administração pública;;14,62;64,32;11,26
3527306;Louveira;Mais de 50 mil a 100 mil;RA Campinas;2022;Prefeitura Municipal de Louveira;Administração pública direta;;31,47;271,52;16,93
3527405;Lucélia;Mais de 20 mil a 50 mil;RA Presidente Prudente;2022;Companhia de Saneamento Básico do Estado de São Paulo;Sociedade de economia mista com administração pública;;24,08;126,15;12,02
3527504;Lucianópolis;Até 5 mil;RA Bauru;2022;Companhia de Saneamento Básico do Estado de São Paulo;Sociedade de economia mista com administração pública;;8,04;34,6;11,95
3527603;Luís Antônio;Mais de 10 mil a 20 mil;RA Ribeirão Preto;2022;Saneamento de Luiz Antônio S/A;Empresa privada;;40,77;354,13;15,65
3527702;Luiziânia;Até 5 mil;RA Araçatuba;2022;Companhia de Saneamento Básico do Estado de São Paulo;Sociedade de economia mista com administração pública;;15,97;74,01;11,69
3527801;Lupércio;Até 5 mil;RA Marília;2022;Companhia de Saneamento Básico do Estado de São Paulo;Sociedade de economia mista com administração pública;;22,96;99,46;10,07
3527900;Lutécia;Até 5 mil;RA Marília;2022;Companhia de Saneamento Básico do Estado de São Paulo;Sociedade de economia mista com administração pública;;27,99;136,57;10,6
3528007;Macatuba;Mais de 10 mil a 20 mil;RA Bauru;2022;Prefeitura Municipal de Macatuba;Administração pública direta;;60,74;690,6;13,1
3528106;Macaubal;Mais de 5 mil a 10 mil;RA São José do Rio Preto;2022;Prefeitura Municipal de Macaubal;Administração pública direta;;14,47;125,61;22,59
3528205;Macedônia;Até 5 mil;RA São José do Rio Preto;2022;Companhia de Saneamento Básico do Estado de São Paulo;Sociedade de economia mista com administração pública;;14,26;64,63;11,65
3528304;Magda;Até 5 mil;RA São José do Rio Preto;2022;Companhia de Saneamento Básico do Estado de São Paulo;Sociedade de economia mista com administração pública;;13,51;59,98;11,53
3528403;Mairinque;Mais de 20 mil a 50 mil;RA Sorocaba;2022;Saneaqua Mairinque S/A;Empresa privada;;29,36;158,87;9,9
3528502;Mairiporã;Mais de 50 mil a 100 mil;RM São Paulo;2022;Companhia de Saneamento Básico do Estado de São Paulo;Sociedade de economia mista com administração pública;;35,29;215,54;10,43
3528601;Manduri;Mais de 5 mil a 10 mil;RA Sorocaba;2022;Superintendência de Água e Esgoto de Manduri;Autarquia;;15,32;204,39;34,37
3528700;Marabá Paulista;Até 5 mil;RA Presidente Prudente;2022;Companhia de Saneamento Básico do Estado de São Paulo;Sociedade de economia mista com administração pública;;13,47;59,69;11,65
3528809;Maracaí;Mais de 10 mil a 20 mil;RA Marília;2022;Companhia de Saneamento Básico do Estado de São Paulo;Sociedade de economia mista com administração pública;;22,09;111,84;11,91
3528858;Marapoama;Até 5 mil;RA São José do Rio Preto;2022;Prefeitura Municipal de Marapoama;Administração pública direta;;11,14;50,89;12,34
3528908;Mariápolis;Até 5 mil;RA Presidente Prudente;2022;Companhia de Saneamento Básico do Estado de São Paulo;Sociedade de economia mista com administração pública;;17,93;82,76;11,47
3529005;Marília;Mais de 100 mil a 500 mil;RA Marília;2022;Departamento de Água e Esgoto de Marília;Autarquia;;42,24;358,54;12,35
3529104;Marinópolis;Até 5 mil;RA São José do Rio Preto;2022;Companhia de Saneamento Básico do Estado de São Paulo;Sociedade de economia mista com administração pública;;7,93;35,88;12,64
3529203;Martinópolis;Mais de 20 mil a 50 mil;RA Presidente Prudente;2022;Prefeitura Municipal de Martinópolis;Administração pública direta;;18,31;97,24;13,19
3529302;Matão;Mais de 50 mil a 100 mil;RA Central;2022;Águas de Matão;Empresa privada;;34,23;288,12;15,43
3529500;Mendonça;Mais de 5 mil a 10 mil;RA São José do Rio Preto;2022;Prefeitura Municipal de Mendonça;Administração pública direta;;80,08;1916,39;13,93
3529609;Meridiano;Até 5 mil;RA São José do Rio Preto;2022;Companhia de Saneamento Básico do Estado de São Paulo;Sociedade de economia mista com administração pública;;16,29;78,45;12,13
3529658;Mesópolis;Até 5 mil;RA São José do Rio Preto;2022;Companhia de Saneamento Básico do Estado de São Paulo;Sociedade de economia mista com administração pública;;14,03;63,07;11,71
3529708;Miguelópolis;Mais de 10 mil a 20 mil;RA Franca;2022;Companhia de Saneamento Básico do Estado de São Paulo;Sociedade de economia mista com administração pública;;25,28;144,63;12,98
3529807;Mineiros do Tietê;Mais de 10 mil a 20 mil;RA Bauru;2022;Águas de Mineiros do Tietê;Empresa privada;;34,63;219,01;12,36
3529906;Miracatu;Mais de 10 mil a 20 mil;RA Registro;2022;Companhia de Saneamento Básico do Estado de São Paulo;Sociedade de economia mista com administração pública;;33,85;183,26;10,79
3530003;Mira Estrela;Até 5 mil;RA São José do Rio Preto;2022;Companhia de Saneamento Básico do Estado de São Paulo;Sociedade de economia mista com administração pública;;12,3;52,04;11,21
3530102;Mirandópolis;Mais de 20 mil a 50 mil;RA Araçatuba;2022;Serviço Autônomo de Água e Esgoto de Mirandópolis;Autarquia;;16,61;124,57;19,01
3530201;Mirante do Paranapanema;Mais de 10 mil a 20 mil;RA Presidente Prudente;2022;Companhia de Saneamento Básico do Estado de São Paulo;Sociedade de economia mista com administração pública;;20,63;95,68;10,96
3530300;Mirassol;Mais de 50 mil a 100 mil;RA São José do Rio Preto;2022;Saneamento de Mirassol - Sanessol S.A;Empresa privada;;38,39;221,83;9,87
3530409;Mirassolândia;Até 5 mil;RA São José do Rio Preto;2022;Prefeitura Municipal de Mirassolândia;Administração pública direta;;14,93;209,08;32,48
3530508;Mococa;Mais de 50 mil a 100 mil;RA Campinas;2022;Companhia de Saneamento Básico do Estado de São Paulo;Sociedade de economia mista com administração pública;;29,82;176,74;12,18
3530607;Mogi das Cruzes;Mais de 100 mil a 500 mil;RM São Paulo;2022;Serviço Municipal de Águas e Esgotos;Autarquia;;48,02;383,99;11,79
3530706;Mogi Guaçu;Mais de 100 mil a 500 mil;RA Campinas;2022;Serviço Autônomo Municipal de Água e Esgoto de Mogi Guaçu;Autarquia;;48,38;401,57;11,63
3530805;Mogi Mirim;Mais de 50 mil a 100 mil;RA Campinas;2022;Serviço Autônomo de Água e Esgotos de Mogi Mirim;Autarquia;;50,82;445,04;12,32
3530904;Mombuca;Até 5 mil;RA Campinas;2022;Companhia de Saneamento Básico do Estado de São Paulo;Sociedade de economia mista com administração pública;;13,23;67,37;13,29
3531001;Monções;Até 5 mil;RA São José do Rio Preto;2022;Companhia de Saneamento Básico do Estado de São Paulo;Sociedade de economia mista com administração pública;;17,71;86,81;12,14
3531100;Mongaguá;Mais de 50 mil a 100 mil;RA Santos;2022;Companhia de Saneamento Básico do Estado de São Paulo;Sociedade de economia mista com administração pública;;28,58;118,85;7,36
3531209;Monte Alegre do Sul;Mais de 5 mil a 10 mil;RA Campinas;2022;Prefeitura Municipal de Monte Alegre do Sul;Administração pública direta;;24,1;418,36;40,08
3531308;Monte Alto;Mais de 20 mil a 50 mil;RA Ribeirão Preto;2022;Companhia de Saneamento Básico do Estado de São Paulo;Sociedade de economia mista com administração pública;;14,51;73,55;12,63
3531407;Monte Aprazível;Mais de 20 mil a 50 mil;RA São José do Rio Preto;2022;Companhia de Saneamento Básico do Estado de São Paulo;Sociedade de economia mista com administração pública;;16,19;76,04;11,84
3531506;Monte Azul Paulista;Mais de 10 mil a 20 mil;RA Barretos;2022;Serviço Autônomo de Água, Esgoto e Meio Ambiente de Monte Azul Paulista;Autarquia;;34,48;279,27;16,07
3531704;Monteiro Lobato;Até 5 mil;RA São José dos Campos;2022;Companhia de Saneamento Básico do Estado de São Paulo;Sociedade de economia mista com administração pública;;34,65;192,26;10,89
3531803;Monte Mor;Mais de 50 mil a 100 mil;RA Campinas;2022;Companhia de Saneamento Básico do Estado de São Paulo;Sociedade de economia mista com administração pública;;25,02;135,79;11,67
3531902;Morro Agudo;Mais de 20 mil a 50 mil;RA Franca;2022;Prefeitura Municipal de Morro Agudo;Administração pública direta;;17;310,87;41,16
3532009;Morungaba;Mais de 10 mil a 20 mil;RA Campinas;2022;Companhia de Saneamento Básico do Estado de São Paulo;Sociedade de economia mista com administração pública;;22,93;119,12;11,71
3532058;Motuca;Até 5 mil;RA Central;2022;Prefeitura Municipal de Motuca;Administração pública direta;;18,91;215;28,04
3532108;Murutinga do Sul;Até 5 mil;RA Araçatuba;2022;Prefeitura Municipal de Murutinga do Sul;Administração pública direta;;1,64;8,58;15,65
3532157;Nantes;Até 5 mil;RA Presidente Prudente;2022;Prefeitura Municipal de Nantes;Administração pública direta;;38;285,49;14,17
